unique_lot_id,short_code,collector_id,category_id,material_sub_category,quantity_weight_kg,quoted_price_per_kg,final_sale_value_inr,recycler_id,collection_location,handover_location,date_time,payment_status,transaction_status
LOT_2026_0089,F8B689,COL_MH_0013,CAT_BATTERY,Lithium-Ion Smartphone Batteries,31.69,102.0,3202.12,REC_MH_THANE_AGGR_008,Mumbai - Malad West Ward P/N,Thane Aggregator & Pre-Dismantler Hub - Facility Gate,2026-02-21T04:00:00+00:00,PAID_CASH,IN_TRANSIT
LOT_2026_0090,6C1F6D,COL_MH_0003,CAT_LCD_LED,Laptop Display Screen Panel,37.0,48.75,1884.76,REC_MH_THANE_AGGR_008,Thane - Wagle Estate / Kisan Nagar,Thane Aggregator & Pre-Dismantler Hub - Facility Gate,2026-01-21T06:00:00+00:00,PAID_CASH,IN_TRANSIT
LOT_2026_0091,EF0E0F,COL_MH_0027,CAT_PLASTICS,Polycarbonate (PC) Clear Scrap,21.94,27.2,567.67,REC_MH_THANE_AGGR_008,Thane - Wagle Estate / Kisan Nagar,Thane Aggregator & Pre-Dismantler Hub - Facility Gate,2025-09-29T02:00:00+00:00,PAID_CASH,PAID
LOT_2026_0092,6E9FCE,COL_MH_0011,CAT_OTHER,Ferrite Core Transformers & Adapters,36.32,29.75,1076.81,REC_MH_ECOCENTRIC_005,Mumbai - Govandi / Mankhurd,Eco-Centric Remakers Private Limited - Facility Gate,2025-08-28T04:00:00+00:00,PAID_CASH,CONFIRMED
LOT_2026_0093,FDFF5B,COL_MH_0034,CAT_CRT,Computer Monitor CRT,15.16,9.0,136.28,REC_MH_NAGPUR_CLEAN_007,Nagpur - Itwari Scrap Yard,Vidarbha E-Waste Clean Solution - Facility Gate,2025-11-16T11:00:00+00:00,PAID_CASH,COMPLETED
LOT_2026_0094,A8EDF0,COL_MH_0006,CAT_PLASTICS,HIPS TV Back Covers & Bezels,34.45,15.0,535.43,REC_MH_THANE_AGGR_008,Mumbai - Malad West Ward P/N,Thane Aggregator & Pre-Dismantler Hub - Facility Gate,2025-10-04T10:00:00+00:00,PAID_CASH,COMPLETED
LOT_2026_0095,E60C91,COL_MH_0031,CAT_OTHER,Computer Keyboards & Computer Mice,46.76,18.0,811.97,REC_MH_THANE_AGGR_008,Mumbai - Dharavi Ward G/N,Thane Aggregator & Pre-Dismantler Hub - Facility Gate,2025-09-25T01:00:00+00:00,PAID_CASH,CONFIRMED
LOT_2026_0096,FEBAF1,COL_MH_0034,CAT_PLASTICS,HIPS TV Back Covers & Bezels,43.41,15.0,648.68,REC_MH_PUNE_GREEN_006,Nagpur - Itwari Scrap Yard,Green Sense Technologies & Recyclers - Facility Gate,2026-02-16T07:00:00+00:00,PAID_CASH,DISPUTED
LOT_2026_0097,B1AEF2,COL_MH_0011,CAT_MOTORS,Refrigerator Compressor Motor Unit,36.42,31.5,1101.67,REC_MH_PUNE_GREEN_006,Mumbai - Govandi / Mankhurd,Green Sense Technologies & Recyclers - Facility Gate,2025-10-15T09:00:00+00:00,PAID_CASH,PAID
LOT_2026_0098,9AECB9,COL_MH_0025,CAT_PCB,RAM & Mobile Daughter Boards,7.54,487.5,3845.06,REC_MH_ECORECO_001,Mumbai - Dharavi Ward G/N,Eco Recycling Limited (Ecoreco) - Facility Gate,2026-02-21T04:00:00+00:00,PENDING,IN_TRANSIT
LOT_2026_0099,26CE44,COL_MH_0032,CAT_PCB,High-Grade Motherboard (PC / Server),14.49,255.0,3699.08,REC_MH_RECYCLEKARO_004,Nagpur - Itwari Scrap Yard,Recyclekaro (Envirocreation Pvt Ltd) - Facility Gate,2025-12-26T06:00:00+00:00,PAID_CASH,COMPLETED
LOT_2026_0100,986E05,COL_MH_0023,CAT_PCB,RAM & Mobile Daughter Boards,41.15,552.5,22157.8,REC_MH_ATTERO_003,Pune - Hadapsar Industrial,Attero Recycling Facility Hub - Facility Gate,2025-12-29T02:00:00+00:00,PAID_CASH,COMPLETED
LOT_2026_0101,F4BA99,COL_MH_0015,CAT_BATTERY,Lithium-Ion Smartphone Batteries,19.19,120.0,2389.69,REC_MH_EINCARNATION_002,Nagpur - Sitabuldi / Cotton Market,E-Incarnation Recycling Private Limited - Facility Gate,2026-01-10T07:00:00+00:00,PAID_CASH,PAID
LOT_2026_0102,2357AA,COL_MH_0017,CAT_CABLES,Insulated Flexible Copper Wire (Household),64.13,217.5,13607.36,REC_MH_RECYCLEKARO_004,Thane - Wagle Estate / Kisan Nagar,Recyclekaro (Envirocreation Pvt Ltd) - Facility Gate,2025-09-23T05:00:00+00:00,PAID_CASH,COMPLETED
LOT_2026_0103,058DBC,COL_MH_0034,CAT_MOTORS,Ceiling Fan Induction Motor Stator,43.94,36.0,1643.87,REC_MH_THANE_AGGR_008,Nagpur - Itwari Scrap Yard,Thane Aggregator & Pre-Dismantler Hub - Facility Gate,2025-08-08T09:00:00+00:00,PAID_CASH,COMPLETED
LOT_2026_0104,5D3DBD,COL_MH_0029,CAT_LCD_LED,Laptop Display Screen Panel,47.76,55.25,2744.08,REC_MH_ATTERO_003,Mumbai - Dharavi Ward G/N,Attero Recycling Facility Hub - Facility Gate,2026-02-02T10:00:00+00:00,PAID_CASH,PAID
LOT_2026_0105,2AE2FC,COL_MH_0018,CAT_CABLES,Telecom Multi-core Ribbon Cables,21.08,221.0,4650.09,REC_MH_RECYCLEKARO_004,Nagpur - Sitabuldi / Cotton Market,Recyclekaro (Envirocreation Pvt Ltd) - Facility Gate,2025-09-28T01:00:00+00:00,PAID_CASH,PAID
LOT_2026_0106,E2B6EC,COL_MH_0038,CAT_PLASTICS,ABS Plastic Appliance Casings (Monitors/Printers),8.35,21.25,171.01,REC_MH_ECOCENTRIC_005,Pune - Swargate / Bhavani Peth,Eco-Centric Remakers Private Limited - Facility Gate,2025-10-26T01:00:00+00:00,PAID_UPI,DISPUTED
LOT_2026_0107,20A391,COL_MH_0022,CAT_PLASTICS,ABS Plastic Appliance Casings (Monitors/Printers),35.45,21.25,751.26,REC_MH_THANE_AGGR_008,Mumbai - Malad West Ward P/N,Thane Aggregator & Pre-Dismantler Hub - Facility Gate,2026-02-26T11:00:00+00:00,PENDING,DISPUTED
LOT_2026_0108,454B73,COL_MH_0027,CAT_BATTERY,Laptop Li-Ion 18650 Battery Pack,62.86,82.5,4934.91,REC_MH_RECYCLEKARO_004,Thane - Wagle Estate / Kisan Nagar,Recyclekaro (Envirocreation Pvt Ltd) - Facility Gate,2025-12-25T10:00:00+00:00,PAID_CASH,DISPUTED
LOT_2026_0109,4D474C,COL_MH_0034,CAT_PCB,RAM & Mobile Daughter Boards,36.57,487.5,18152.79,REC_MH_RECYCLEKARO_004,Nagpur - Itwari Scrap Yard,Recyclekaro (Envirocreation Pvt Ltd) - Facility Gate,2025-11-09T06:00:00+00:00,PAID_CASH,IN_TRANSIT
LOT_2026_0110,AFAC02,COL_MH_0030,CAT_CRT,Computer Monitor CRT,8.11,9.0,72.62,REC_MH_NAGPUR_CLEAN_007,Mumbai - Malad West Ward P/N,Vidarbha E-Waste Clean Solution - Facility Gate,2025-08-13T05:00:00+00:00,PAID_CASH,COMPLETED
LOT_2026_0111,B36D82,COL_MH_0038,CAT_LCD_LED,Smart TV LED Display (32-43 inch),15.8,40.8,614.52,REC_MH_EINCARNATION_002,Pune - Swargate / Bhavani Peth,E-Incarnation Recycling Private Limited - Facility Gate,2026-02-25T01:00:00+00:00,PAID_CASH,CONFIRMED
LOT_2026_0112,6A401A,COL_MH_0025,CAT_PCB,RAM & Mobile Daughter Boards,56.72,487.5,28842.79,REC_MH_NAGPUR_CLEAN_007,Mumbai - Dharavi Ward G/N,Vidarbha E-Waste Clean Solution - Facility Gate,2025-10-03T03:00:00+00:00,PAID_CASH,COMPLETED
LOT_2026_0113,9842A9,COL_MH_0037,CAT_PCB,Telecom Base Station PCB,60.89,420.0,25918.59,REC_MH_ECOCENTRIC_005,Mumbai - Kurla West Ward L,Eco-Centric Remakers Private Limited - Facility Gate,2025-09-17T11:00:00+00:00,PAID_UPI,DISPUTED
LOT_2026_0114,E8DF5E,COL_MH_0021,CAT_MOTORS,Ceiling Fan Induction Motor Stator,19.12,48.0,916.0,REC_MH_PUNE_GREEN_006,Mumbai - Govandi / Mankhurd,Green Sense Technologies & Recyclers - Facility Gate,2026-01-13T07:00:00+00:00,PAID_CASH,COMPLETED
LOT_2026_0115,5AB215,COL_MH_0006,CAT_PLASTICS,ABS Plastic Appliance Casings (Monitors/Printers),45.21,25.0,1118.66,REC_MH_ECOCENTRIC_005,Mumbai - Malad West Ward P/N,Eco-Centric Remakers Private Limited - Facility Gate,2025-12-31T04:00:00+00:00,PAID_CASH,COMPLETED
LOT_2026_0116,AE8638,COL_MH_0034,CAT_CABLES,Insulated Flexible Copper Wire (Household),50.48,217.5,11097.39,REC_MH_ECORECO_001,Nagpur - Itwari Scrap Yard,Eco Recycling Limited (Ecoreco) - Facility Gate,2025-08-02T04:00:00+00:00,PAID_UPI,IN_TRANSIT
LOT_2026_0117,DD43D7,COL_MH_0006,CAT_MOTORS,Ceiling Fan Induction Motor Stator,12.7,40.8,533.04,REC_MH_PUNE_GREEN_006,Mumbai - Malad West Ward P/N,Green Sense Technologies & Recyclers - Facility Gate,2026-02-26T07:00:00+00:00,PAID_CASH,COMPLETED
LOT_2026_0118,4F6856,COL_MH_0006,CAT_CRT,Color Television CRT Tube,45.61,14.0,609.36,REC_MH_ECOCENTRIC_005,Mumbai - Malad West Ward P/N,Eco-Centric Remakers Private Limited - Facility Gate,2026-02-10T07:00:00+00:00,PAID_CASH,PAID
LOT_2026_0119,8A2C66,COL_MH_0020,CAT_OTHER,Computer Keyboards & Computer Mice,33.5,13.5,463.7,REC_MH_THANE_AGGR_008,Mumbai - Dharavi Ward G/N,Thane Aggregator & Pre-Dismantler Hub - Facility Gate,2025-12-25T08:00:00+00:00,PAID_CASH,COMPLETED
