unique_lot_id,short_code,photograph_ref,photo_sha256,weight_at_collection_kg,weight_at_handover_kg,timestamp_utc,gps_latitude,gps_longitude,handover_reference_number,recycler_confirmation,record_hash_sha256,subsequent_transaction_status
LOT_2026_0071,AD03A5,photos/lots/LOT_2026_0071_proof.jpg,c554d04803766aedecc46878726d9edc679e1b2e06545aca06f923ad00b2f6bb,48.83,48.08,2025-12-11T01:00:00+00:00,19.1216,73.013,HND-AD03A5-934,CONFIRMED,40ff44f30d579a89f5c2f8a798526a0cc8d0509a227101ae47bfba14f65eb65b,ACCEPTED_FOR_DISMANTLING
LOT_2026_0072,362C10,photos/lots/LOT_2026_0072_proof.jpg,6dc89ba13b8af41bdcf5a5d2987075dac751e0636fb64af6577fb48be2293414,8.76,8.77,2026-01-13T09:00:00+00:00,19.1984,73.0822,HND-362C10-624,CONFIRMED,0fa980ef26e278a6cda4afee58ebdd34af9338ce515f5e2679066b5159abe669,EPR_CREDIT_ISSUED
LOT_2026_0073,AFA263,photos/lots/LOT_2026_0073_proof.jpg,494b1a715b44725781f070061d95c568b7515567c31ecdd7684fe82552cefb1e,32.16,31.82,2025-08-31T09:00:00+00:00,19.2314,72.9687,HND-AFA263-627,CONFIRMED,f03e41685d4e43c7c9181b818096c9fe3f527951e09d72a5443b29b72370bdf0,ACCEPTED_FOR_DISMANTLING
LOT_2026_0074,AB8DDC,photos/lots/LOT_2026_0074_proof.jpg,ebeb2aadcf20715400f12d3039f925cd05b3661217c5f332c563fd232766eab5,53.63,53.3,2025-10-11T01:00:00+00:00,19.2571,72.9355,HND-AB8DDC-968,CONFIRMED,f49c57ed5e99638567c71a4ab120f21c38f8977279bf13c15bd49274becac876,ACCEPTED_FOR_DISMANTLING
LOT_2026_0075,D664B9,photos/lots/LOT_2026_0075_proof.jpg,b7e2452475cb3426f2d244bf42ed8a9cc24cf50c20affa47420ca693cd4ff033,15.54,15.27,2025-10-26T06:00:00+00:00,19.2,72.9224,HND-D664B9-446,CONFIRMED,0fc5790a2f08bd47c9ea041bc1ed804085547d1c5a8ee9522bb6885b23e1692d,ACCEPTED_FOR_DISMANTLING
LOT_2026_0076,592ACA,photos/lots/LOT_2026_0076_proof.jpg,53e800f66f7b01f90c9aba9570e2b42077ec695361db21eed0f2ce852a0a7c3c,38.22,37.8,2026-03-03T05:00:00+00:00,19.2657,73.0522,HND-592ACA-611,CONFIRMED,53083c31bc8cbbe6293d16e3297736121c0fba6f9a811d613b458d68393daae3,EPR_CREDIT_ISSUED
LOT_2026_0077,836314,photos/lots/LOT_2026_0077_proof.jpg,b48d39449c50de0ff7ae222a6e0e697111b15a51c55f525e23d3a8b1893c2e5c,54.04,53.34,2026-01-02T06:00:00+00:00,19.1685,72.9381,HND-836314-257,CONFIRMED,627c1be7bad69fc70922621bd87cfece2b2c37fff37d9304ad928423266ea459,ACCEPTED_FOR_DISMANTLING
LOT_2026_0078,496C7B,photos/lots/LOT_2026_0078_proof.jpg,abff26ec85965d79ee339f2d7fca803f444dfbb7b1773c747f86b683b3792bf4,39.27,39.2,2025-10-05T10:00:00+00:00,19.1862,72.9689,HND-496C7B-272,CONFIRMED,15b2c7bc6188e4acc0b76db5520ff479745c880ffc127922623ef533cd9ff0bd,ACCEPTED_FOR_DISMANTLING
LOT_2026_0079,3AE945,photos/lots/LOT_2026_0079_proof.jpg,0d1f0082ea36bbf46375389f4cd4320abfb60a0f3cb3376e8d03808608b19c29,50.33,49.69,2025-12-13T09:00:00+00:00,19.2994,72.875,HND-3AE945-762,CONFIRMED,8f4e5a71987a37a9dfcce9868ee4cc3f2492d5ba9c6096a3267c6fa9f2bd5342,EPR_CREDIT_ISSUED
LOT_2026_0080,8B6845,photos/lots/LOT_2026_0080_proof.jpg,912447b2c011937c8e6a8d5c16095c3560d1fb5e90a92c47e140a6e0dc0c83ef,54.82,54.69,2025-11-21T09:00:00+00:00,19.364,72.9774,HND-8B6845-488,CONFIRMED,0dff3fb1c5e53b033fa9c392b9ae5b5b0b298d34a9c80694bd4820e73696d7a3,ACCEPTED_FOR_DISMANTLING
LOT_2026_0081,890433,photos/lots/LOT_2026_0081_proof.jpg,599659b1b5fbe8c3e162ba92cfd5b1b41f2102d8b2d525d2fed7b6757e57b01a,43.46,43.27,2025-08-06T04:00:00+00:00,19.0562,72.9078,HND-890433-835,CONFIRMED,24fceb008468bfeddd780c333c3dd1628c7afd0d6c354d7fb54296971b834184,EPR_CREDIT_ISSUED
LOT_2026_0082,7E3C5A,photos/lots/LOT_2026_0082_proof.jpg,0eef3aa2d84365ea9ce25ce96ae05f3629e3fbe1061b2b8be2e90134adf7a801,64.58,64.65,2025-10-26T06:00:00+00:00,19.3813,72.9961,HND-7E3C5A-315,CONFIRMED,fed33048b1ba928046ce9823850299d3c2184b82d99c1385c96eccdbefb0a6cd,ACCEPTED_FOR_DISMANTLING
LOT_2026_0083,9FFE16,photos/lots/LOT_2026_0083_proof.jpg,1969b2942b1c066a1950c0c5e27d2fb6e9b852554f75b014cc82e0b214ac50d2,58.15,57.21,2025-12-16T08:00:00+00:00,19.2542,73.0286,HND-9FFE16-828,CONFIRMED,2646b65836f850af9b1c4f87d403c7c362d392c5a36b2e22cb7e96c55685f015,ACCEPTED_FOR_DISMANTLING
LOT_2026_0084,C33789,photos/lots/LOT_2026_0084_proof.jpg,b41b389a81289ef7abec641c0a6801ad2df36171110ba5444e518d58052b0ffa,45.66,45.75,2025-10-07T02:00:00+00:00,19.3088,72.9292,HND-C33789-711,CONFIRMED,2044d008ee2afdf7e48637767070792740ee2aba4c98439bb29c1b85787bf06c,ACCEPTED_FOR_DISMANTLING
LOT_2026_0085,2E3331,photos/lots/LOT_2026_0085_proof.jpg,a9e0ca6a24b2fa09743e33a9bae56007b40f483fd0420fc7872b98adacc82bc4,46.98,46.77,2026-02-25T10:00:00+00:00,19.357,73.0821,HND-2E3331-538,CONFIRMED,8c90cb6e795a8b7cdb850d7d8fb8388c154952abedccc755f4a18f9263e0dd37,ACCEPTED_FOR_DISMANTLING
LOT_2026_0086,4EE39A,photos/lots/LOT_2026_0086_proof.jpg,ee269fafb99b3d4d6154b3094b0c031e11db9b049b3e5f47b4939aa860bab401,30.12,30.41,2025-10-08T03:00:00+00:00,19.3816,73.033,HND-4EE39A-317,CONFIRMED,72d3454f9c1329610475812bc70d3b50b03f0b0a9b38039b99262df1bdcf4fc4,ACCEPTED_FOR_DISMANTLING
LOT_2026_0087,9CECD7,photos/lots/LOT_2026_0087_proof.jpg,d659baeefd3173c0c68b2056bb32db4a0c82b9ce11dcb2cb1858357eda16c450,49.77,49.51,2025-10-23T08:00:00+00:00,19.3536,73.0838,HND-9CECD7-321,CONFIRMED,1e353be64b21387bef0976543843247969d6633385abfd8c0aed27a91c0ec369,ACCEPTED_FOR_DISMANTLING
LOT_2026_0088,73BF53,photos/lots/LOT_2026_0088_proof.jpg,79170bff7f8d20cc5ea692e14efaf76abc6b4c7d346f84621558b9f88093f945,35.9,35.49,2025-11-18T01:00:00+00:00,19.2995,72.9028,HND-73BF53-635,CONFIRMED,3bb96f58dfae2ef7c434c2e12ebb768ae1cd869fa28901d89318c0540f81de39,EPR_CREDIT_ISSUED
LOT_2026_0089,F8B689,photos/lots/LOT_2026_0089_proof.jpg,8bc9d1d87150d3daab369e53d58b3cb62699d90732af91e014c46e614d72d3d4,31.69,31.26,2026-02-21T04:00:00+00:00,19.26,72.9249,HND-F8B689-400,CONFIRMED,cef9d0ad791f7b3ff23ac0d27dcfbe089e6fae5c4f75cebaf4a97bc966691a36,ACCEPTED_FOR_DISMANTLING
LOT_2026_0090,6C1F6D,photos/lots/LOT_2026_0090_proof.jpg,93df1dfd244d4b34edfe5e9c641ace8d8411d41a64084a26ca3cb29ded8c6d80,37.0,37.32,2026-01-21T06:00:00+00:00,19.0898,73.0491,HND-6C1F6D-277,CONFIRMED,a3743974a23d558bc0d363c599288d3c180dae3717487ae43a63d126e3706b79,ACCEPTED_FOR_DISMANTLING
LOT_2026_0091,EF0E0F,photos/lots/LOT_2026_0091_proof.jpg,00904f43d854a2be6492ce17e11c9f4deb9487ee23b9b1f33518614f4cdb089a,21.94,22.14,2025-09-29T02:00:00+00:00,19.1904,72.8645,HND-EF0E0F-545,CONFIRMED,b40e9bf992d644128628f66a61116107ba5af29fc4cf6255c4c9237b9e213b03,EPR_CREDIT_ISSUED
LOT_2026_0092,6E9FCE,photos/lots/LOT_2026_0092_proof.jpg,43e8ce051c59a9d72470051b381cd324551b03fbfb477f5364e5dd8f718a07b8,36.32,36.05,2025-08-28T04:00:00+00:00,19.1006,73.0486,HND-6E9FCE-103,CONFIRMED,c97b5a06981a076c83c649234f221bc3ec79122efa29d340f728ea6831d5c9f0,ACCEPTED_FOR_DISMANTLING
LOT_2026_0093,FDFF5B,photos/lots/LOT_2026_0093_proof.jpg,4d19a28fc5b0c44c10d48e3ef434b556e36881ae093098ee6138d7ce39fb0a21,15.16,15.3,2025-11-16T11:00:00+00:00,19.1669,72.8617,HND-FDFF5B-260,CONFIRMED,444df5cdafd1aee285058741f46ad7d4660663d0b75b8a93c147f45edefdc74c,EPR_CREDIT_ISSUED
LOT_2026_0094,A8EDF0,photos/lots/LOT_2026_0094_proof.jpg,0adcb10515e62a9313049ff41f2201e443ba9e20205d75107381e65d15b64c9c,34.45,34.51,2025-10-04T10:00:00+00:00,19.1584,73.0093,HND-A8EDF0-534,CONFIRMED,be45d15545f72317fa1f117238a82a94c26a72edd8154915b96572c15186572b,EPR_CREDIT_ISSUED
LOT_2026_0095,E60C91,photos/lots/LOT_2026_0095_proof.jpg,644e3905e14aa4c18b73cdde5429b0f4393e322fe3498b4664713ddd39fb8fd3,46.76,46.51,2025-09-25T01:00:00+00:00,19.1983,72.9048,HND-E60C91-726,CONFIRMED,f3aafacf3452c32c4bef3d0f6f1a71d3e486bc0856fd135cf2f01a9f01c0e697,ACCEPTED_FOR_DISMANTLING
LOT_2026_0096,FEBAF1,photos/lots/LOT_2026_0096_proof.jpg,9399767f8fa8c17cde9d40b905837f1366cb7b556cacb77a955745ca5e74b54f,43.41,42.75,2026-02-16T07:00:00+00:00,19.3348,72.924,HND-FEBAF1-529,CONFIRMED,428cb8de3bb70474014a09750377305f839931ab9f4a31ef2b87ec574e71029a,ACCEPTED_FOR_DISMANTLING
LOT_2026_0097,B1AEF2,photos/lots/LOT_2026_0097_proof.jpg,cce83978a3858dcd29b046f996d2deeab067578f3e49450fcc290afe6eac4097,36.42,36.06,2025-10-15T09:00:00+00:00,19.1028,72.9356,HND-B1AEF2-109,CONFIRMED,7af51dda862d935bba1974c94b74696665e934948301ebb15735c48a49be4e7d,EPR_CREDIT_ISSUED
LOT_2026_0098,9AECB9,photos/lots/LOT_2026_0098_proof.jpg,e73acf0cb2432633199f369c9accbac92de65e49a821b51c46b761c778703a9f,7.54,7.54,2026-02-21T04:00:00+00:00,19.1871,72.9359,HND-9AECB9-340,CONFIRMED,1624053c9b7dcccf6ed6dcc81ed0d28a63efb5dd70c5ec13bdedbcaee1dffc6f,ACCEPTED_FOR_DISMANTLING
LOT_2026_0099,26CE44,photos/lots/LOT_2026_0099_proof.jpg,0bf3e16bb8b530dcf365a7acf594217b5ae207bc08345e83a92b6efaaf7a3f15,14.49,14.24,2025-12-26T06:00:00+00:00,19.2873,73.0687,HND-26CE44-276,CONFIRMED,ee8759980906cffa4c474441a0781a6565f306860b7bc75af63e85172415d86e,EPR_CREDIT_ISSUED
LOT_2026_0100,986E05,photos/lots/LOT_2026_0100_proof.jpg,7b20a341b4c470acd58359e27ef08db89a53f58b7f40123b6a92b826d93f33e0,41.15,41.42,2025-12-29T02:00:00+00:00,19.1644,72.9889,HND-986E05-411,CONFIRMED,36b895a1f68810b9e3f802120d9ca1fb45b262b22cf840aaeb04049cbfcc86fa,EPR_CREDIT_ISSUED
LOT_2026_0101,F4BA99,photos/lots/LOT_2026_0101_proof.jpg,5346df632ef1cb24ec30f56b3c116ec3fc39390a94809a6d12a71742eddb101f,19.19,19.33,2026-01-10T07:00:00+00:00,19.3791,72.9981,HND-F4BA99-501,CONFIRMED,fe2439499eb2b9fc011a0e16acfad4316743f18a358003a9c212cea1a08584c8,EPR_CREDIT_ISSUED
LOT_2026_0102,2357AA,photos/lots/LOT_2026_0102_proof.jpg,eeaa30ff4bb383b9aecd084211ed3b916547f877ca9311d83c9b6658d16dc37d,64.13,63.09,2025-09-23T05:00:00+00:00,19.2576,73.0474,HND-2357AA-486,WEIGHT_MISMATCH_RESOLVED,b624ad0f214dca8ce7727f5c3e44fe2683dade2686220cfc0f67f24777c80b6a,EPR_CREDIT_ISSUED
LOT_2026_0103,058DBC,photos/lots/LOT_2026_0103_proof.jpg,5b3dfd7b51ae2b3ea31242752fdceefed1e6aa0b659d0b734ac1381b910e8b4c,43.94,44.15,2025-08-08T09:00:00+00:00,19.1936,73.0027,HND-058DBC-451,CONFIRMED,a30d3f0d94abbda2f718d6e07fdb6dad1f8b9a2b8e6832efd60552817061fce3,EPR_CREDIT_ISSUED
LOT_2026_0104,5D3DBD,photos/lots/LOT_2026_0104_proof.jpg,22c1b0a831beca894a2a574a88659c4138ee597467f54fca5455ab0ac4cb3809,47.76,48.15,2026-02-02T10:00:00+00:00,19.364,72.9633,HND-5D3DBD-864,CONFIRMED,71d77b9c9225f6c568901c8fcfce24c10261fd8c9ce32abb12f6d9dfb721224f,EPR_CREDIT_ISSUED
LOT_2026_0105,2AE2FC,photos/lots/LOT_2026_0105_proof.jpg,0a9014e9649f9817669e28696a95c5a3235b98534039ce3983206523fe104b6f,21.08,21.24,2025-09-28T01:00:00+00:00,19.3091,73.0893,HND-2AE2FC-425,CONFIRMED,cda07fe4e7de6ad947e283a3ee08351b60a0d4704cfd22749f28bed0dc513488,EPR_CREDIT_ISSUED
LOT_2026_0106,E2B6EC,photos/lots/LOT_2026_0106_proof.jpg,8b92289b8ead1821f09819018c130044c93aabe1c72954a6b1feabc928099c7f,8.35,8.28,2025-10-26T01:00:00+00:00,19.1384,72.9358,HND-E2B6EC-438,CONFIRMED,f9d90dc519f178946fc733fe7d8e14fa873ccd7d0b5ac15e105aae664cd0f57b,ACCEPTED_FOR_DISMANTLING
LOT_2026_0107,20A391,photos/lots/LOT_2026_0107_proof.jpg,b0e151d8cbaf76629ee73f4770ca1b4b3f139c85ca01a90e1487de7a2b67da8e,35.45,35.19,2026-02-26T11:00:00+00:00,19.2294,72.8776,HND-20A391-143,CONFIRMED,23d19e37dbee4a9c2b13d3733d381980e6cc7c0e51f89097900c88cb35c0d7ca,ACCEPTED_FOR_DISMANTLING
LOT_2026_0108,454B73,photos/lots/LOT_2026_0108_proof.jpg,edfe06359b12344ff89700206490be0cd3005e7ded1665b0768d97fc3a8ff2ea,62.86,62.59,2025-12-25T10:00:00+00:00,19.0668,72.9504,HND-454B73-131,CONFIRMED,89239455aedc1e41c75d02a037a00d6f67768dd321bb8125f9030d17c277fcc4,ACCEPTED_FOR_DISMANTLING
LOT_2026_0109,4D474C,photos/lots/LOT_2026_0109_proof.jpg,2f2fda8db1259ce46c4509e8bb6bba0a04e7e835ac8e66fc7b9adb603c6b3752,36.57,36.7,2025-11-09T06:00:00+00:00,19.3902,73.0455,HND-4D474C-311,CONFIRMED,6e1e2dcb0e259f7a999e223bc823f83643fa4ef5a03f17f3334086f3035a3a86,ACCEPTED_FOR_DISMANTLING
LOT_2026_0110,AFAC02,photos/lots/LOT_2026_0110_proof.jpg,4b21e4c42a17132ecce7a427b2723f6a01a3eb6f19bfd4fbbb109cd2e46527cc,8.11,7.98,2025-08-13T05:00:00+00:00,19.3523,72.8535,HND-AFAC02-325,CONFIRMED,56f8d8c7ab31d2ccd96b25299e0be433234e1e18744c7eed924c21fbc8060401,EPR_CREDIT_ISSUED
LOT_2026_0111,B36D82,photos/lots/LOT_2026_0111_proof.jpg,60ec5195d783f987136881bf5fa219d73b6c205b60165f0fd1a5ab4dff5a11e4,15.8,15.74,2026-02-25T01:00:00+00:00,19.3189,73.0401,HND-B36D82-741,CONFIRMED,61189443699c1512dc19c290bfe73aeba7f89cd484a3e8b15c487f2c737bf212,ACCEPTED_FOR_DISMANTLING
LOT_2026_0112,6A401A,photos/lots/LOT_2026_0112_proof.jpg,aee8fced5bc09ef9becde69644e95c84ef0de3df8650d2e7929efb702553baa5,56.72,56.89,2025-10-03T03:00:00+00:00,19.3774,72.9104,HND-6A401A-480,CONFIRMED,83e7fa09869dc3abf1b2eaa593052e81b8cf35df6cb80896176c54d5cb53554c,EPR_CREDIT_ISSUED
LOT_2026_0113,9842A9,photos/lots/LOT_2026_0113_proof.jpg,2883fc7ea4f73e597e207f05c8a7ef4393b62d5bd645e7dff3396513c1650c05,60.89,60.28,2025-09-17T11:00:00+00:00,19.1994,72.9338,HND-9842A9-527,CONFIRMED,8df8f9342e6950bb7842a4163963083f9e0a835975754b7abcf69160ef99e492,ACCEPTED_FOR_DISMANTLING
LOT_2026_0114,E8DF5E,photos/lots/LOT_2026_0114_proof.jpg,a61e49aa2d727cdac1922f6a9ae35e4669a4c85d2325ee1c31217e8b4671eea2,19.12,18.75,2026-01-13T07:00:00+00:00,19.1909,73.0061,HND-E8DF5E-114,CONFIRMED,5f4b419007b1b7a27a0d40c3860a63c5c6509b44bfa8576203afae8bf0aeede4,EPR_CREDIT_ISSUED
LOT_2026_0115,5AB215,photos/lots/LOT_2026_0115_proof.jpg,e06b3c4d94b829afc23f979c946dede5d3b815c2de0e7ec7efd1582892a1125a,45.21,44.51,2025-12-31T04:00:00+00:00,19.213,73.0689,HND-5AB215-664,CONFIRMED,c863640a7b55d0f3fed1a5c7f251328fb41ee13c0829f8e2e4f39deebcfdb2e4,EPR_CREDIT_ISSUED
LOT_2026_0116,AE8638,photos/lots/LOT_2026_0116_proof.jpg,0ee17bdae2d546df0d44627542bf20fa1b02ecf4c9ebdf3dabc28e150761a9ff,50.48,50.35,2025-08-02T04:00:00+00:00,19.3129,73.0433,HND-AE8638-651,CONFIRMED,bc8686c3fd7626ea670a492a6a4ec361ad0eea322753eda151dea4cd7166d4e5,ACCEPTED_FOR_DISMANTLING
LOT_2026_0117,DD43D7,photos/lots/LOT_2026_0117_proof.jpg,b3e17c4b9c8166a6322137395a1620cf9d81d508b633f38102f16f8eaa89e25b,12.7,12.77,2026-02-26T07:00:00+00:00,19.3166,72.9643,HND-DD43D7-665,CONFIRMED,efa54f329dd39b521eb3e362df83e03a0b3efa850d2a4d40757196a56faec299,EPR_CREDIT_ISSUED
LOT_2026_0118,4F6856,photos/lots/LOT_2026_0118_proof.jpg,a5d2178385cf3eeecd77e2f173a76da494776f857ad27230a47f4276d5894b45,45.61,46.01,2026-02-10T07:00:00+00:00,19.2641,72.9975,HND-4F6856-454,CONFIRMED,231eea03be11e9ee0615944a778f11742a42e198c6a10dda941dee463a416c98,EPR_CREDIT_ISSUED
LOT_2026_0119,8A2C66,photos/lots/LOT_2026_0119_proof.jpg,e5fc7ae5f6bad119feadac35f795c6a0dcb583d194dbd6d78ef38ba129c3a856,33.5,33.25,2025-12-25T08:00:00+00:00,19.1375,72.8571,HND-8A2C66-187,CONFIRMED,f020b0b456f53489d15e49d4eb53693a3d65d0e04188611b3657c533991481f9,EPR_CREDIT_ISSUED
