material_id,category_id,category_name_en,category_name_mr,category_name_hi,sub_category,material_description,image_reference,approximate_weight_kg,condition,source_type,hazard_level,estimated_value_per_kg,unit
MAT_0072,CAT_BATTERY,Batteries (Lead-Acid & Li-Ion),बॅटरी (लेड-अ‍ॅसिड इन्व्हर्टर / लिथियम मोबाईल),बैटरी (लेड-एसिड इन्वर्टर / लिथियम मोबाइल),Laptop Li-Ion 18650 Battery Pack,Multi-cell laptop battery cylinder pack,assets/materials/cat_battery_0072.jpg,0.32,SCRAP_BULK,COMMERCIAL_OFFICE,HIGH,82.5,kg
MAT_0073,CAT_MOTORS,Motors & Magnet Assemblies,"मोटर्स, फॅन कॉइल आणि चुंबक","मोटर, पंखा कॉइल और चुंबक",Refrigerator Compressor Motor Unit,Sealed steel casing with high copper winding stator,assets/materials/cat_motors_0073.jpg,7.5,INTACT,COMMERCIAL_OFFICE,LOW,42.0,kg
MAT_0074,CAT_MOTORS,Motors & Magnet Assemblies,"मोटर्स, फॅन कॉइल आणि चुंबक","मोटर, पंखा कॉइल और चुंबक",Refrigerator Compressor Motor Unit,Sealed steel casing with high copper winding stator,assets/materials/cat_motors_0074.jpg,7.5,DAMAGED,INFORMAL_KABADIWALA,LOW,35.7,kg
MAT_0075,CAT_MOTORS,Motors & Magnet Assemblies,"मोटर्स, फॅन कॉइल आणि चुंबक","मोटर, पंखा कॉइल और चुंबक",Refrigerator Compressor Motor Unit,Sealed steel casing with high copper winding stator,assets/materials/cat_motors_0075.jpg,7.5,PARTIALLY_STRIPPED,LOCAL_AGGREGATOR,LOW,31.5,kg
MAT_0076,CAT_MOTORS,Motors & Magnet Assemblies,"मोटर्स, फॅन कॉइल आणि चुंबक","मोटर, पंखा कॉइल और चुंबक",Refrigerator Compressor Motor Unit,Sealed steel casing with high copper winding stator,assets/materials/cat_motors_0076.jpg,7.5,SCRAP_BULK,INFORMAL_KABADIWALA,LOW,31.5,kg
MAT_0077,CAT_MOTORS,Motors & Magnet Assemblies,"मोटर्स, फॅन कॉइल आणि चुंबक","मोटर, पंखा कॉइल और चुंबक",Ceiling Fan Induction Motor Stator,Laminated steel core with copper winding,assets/materials/cat_motors_0077.jpg,2.8,INTACT,INFORMAL_KABADIWALA,LOW,48.0,kg
MAT_0078,CAT_MOTORS,Motors & Magnet Assemblies,"मोटर्स, फॅन कॉइल आणि चुंबक","मोटर, पंखा कॉइल और चुंबक",Ceiling Fan Induction Motor Stator,Laminated steel core with copper winding,assets/materials/cat_motors_0078.jpg,2.8,DAMAGED,COMMERCIAL_OFFICE,LOW,40.8,kg
MAT_0079,CAT_MOTORS,Motors & Magnet Assemblies,"मोटर्स, फॅन कॉइल आणि चुंबक","मोटर, पंखा कॉइल और चुंबक",Ceiling Fan Induction Motor Stator,Laminated steel core with copper winding,assets/materials/cat_motors_0079.jpg,2.8,PARTIALLY_STRIPPED,COMMERCIAL_OFFICE,LOW,36.0,kg
MAT_0080,CAT_MOTORS,Motors & Magnet Assemblies,"मोटर्स, फॅन कॉइल आणि चुंबक","मोटर, पंखा कॉइल और चुंबक",Ceiling Fan Induction Motor Stator,Laminated steel core with copper winding,assets/materials/cat_motors_0080.jpg,2.8,SCRAP_BULK,LOCAL_AGGREGATOR,LOW,36.0,kg
MAT_0081,CAT_MOTORS,Motors & Magnet Assemblies,"मोटर्स, फॅन कॉइल आणि चुंबक","मोटर, पंखा कॉइल और चुंबक",Hard Disk Drive Neodymium Magnet Assy,High-field rare earth magnet and spindle motor scrap,assets/materials/cat_motors_0081.jpg,0.35,INTACT,INFORMAL_KABADIWALA,LOW,95.0,kg
MAT_0082,CAT_MOTORS,Motors & Magnet Assemblies,"मोटर्स, फॅन कॉइल आणि चुंबक","मोटर, पंखा कॉइल और चुंबक",Hard Disk Drive Neodymium Magnet Assy,High-field rare earth magnet and spindle motor scrap,assets/materials/cat_motors_0082.jpg,0.35,DAMAGED,COMMERCIAL_OFFICE,LOW,80.75,kg
MAT_0083,CAT_MOTORS,Motors & Magnet Assemblies,"मोटर्स, फॅन कॉइल आणि चुंबक","मोटर, पंखा कॉइल और चुंबक",Hard Disk Drive Neodymium Magnet Assy,High-field rare earth magnet and spindle motor scrap,assets/materials/cat_motors_0083.jpg,0.35,PARTIALLY_STRIPPED,COMMERCIAL_OFFICE,LOW,71.25,kg
MAT_0084,CAT_MOTORS,Motors & Magnet Assemblies,"मोटर्स, फॅन कॉइल आणि चुंबक","मोटर, पंखा कॉइल और चुंबक",Hard Disk Drive Neodymium Magnet Assy,High-field rare earth magnet and spindle motor scrap,assets/materials/cat_motors_0084.jpg,0.35,SCRAP_BULK,INFORMAL_KABADIWALA,LOW,71.25,kg
MAT_0085,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),"मिश्रित ई-कचरा प्लास्टिक (कॅबिनेट, बॉडी)","मिश्रित ई-कचरा प्लास्टिक (बॉडी, कैबिनेट)",ABS Plastic Appliance Casings (Monitors/Printers),Rigid ABS polymer shells free from non-plastic inserts,assets/materials/cat_plastics_0085.jpg,2.4,INTACT,HOUSEHOLD_COLLECTION,LOW,25.0,kg
MAT_0086,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),"मिश्रित ई-कचरा प्लास्टिक (कॅबिनेट, बॉडी)","मिश्रित ई-कचरा प्लास्टिक (बॉडी, कैबिनेट)",ABS Plastic Appliance Casings (Monitors/Printers),Rigid ABS polymer shells free from non-plastic inserts,assets/materials/cat_plastics_0086.jpg,2.4,DAMAGED,HOUSEHOLD_COLLECTION,LOW,21.25,kg
MAT_0087,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),"मिश्रित ई-कचरा प्लास्टिक (कॅबिनेट, बॉडी)","मिश्रित ई-कचरा प्लास्टिक (बॉडी, कैबिनेट)",ABS Plastic Appliance Casings (Monitors/Printers),Rigid ABS polymer shells free from non-plastic inserts,assets/materials/cat_plastics_0087.jpg,2.4,PARTIALLY_STRIPPED,INFORMAL_KABADIWALA,LOW,18.75,kg
MAT_0088,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),"मिश्रित ई-कचरा प्लास्टिक (कॅबिनेट, बॉडी)","मिश्रित ई-कचरा प्लास्टिक (बॉडी, कैबिनेट)",ABS Plastic Appliance Casings (Monitors/Printers),Rigid ABS polymer shells free from non-plastic inserts,assets/materials/cat_plastics_0088.jpg,2.4,SCRAP_BULK,LOCAL_AGGREGATOR,LOW,18.75,kg
MAT_0089,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),"मिश्रित ई-कचरा प्लास्टिक (कॅबिनेट, बॉडी)","मिश्रित ई-कचरा प्लास्टिक (बॉडी, कैबिनेट)",HIPS TV Back Covers & Bezels,High-impact polystyrene television outer shell casing,assets/materials/cat_plastics_0089.jpg,3.1,INTACT,LOCAL_AGGREGATOR,LOW,20.0,kg
MAT_0090,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),"मिश्रित ई-कचरा प्लास्टिक (कॅबिनेट, बॉडी)","मिश्रित ई-कचरा प्लास्टिक (बॉडी, कैबिनेट)",HIPS TV Back Covers & Bezels,High-impact polystyrene television outer shell casing,assets/materials/cat_plastics_0090.jpg,3.1,DAMAGED,HOUSEHOLD_COLLECTION,LOW,17.0,kg
MAT_0091,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),"मिश्रित ई-कचरा प्लास्टिक (कॅबिनेट, बॉडी)","मिश्रित ई-कचरा प्लास्टिक (बॉडी, कैबिनेट)",HIPS TV Back Covers & Bezels,High-impact polystyrene television outer shell casing,assets/materials/cat_plastics_0091.jpg,3.1,PARTIALLY_STRIPPED,INFORMAL_KABADIWALA,LOW,15.0,kg
MAT_0092,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),"मिश्रित ई-कचरा प्लास्टिक (कॅबिनेट, बॉडी)","मिश्रित ई-कचरा प्लास्टिक (बॉडी, कैबिनेट)",HIPS TV Back Covers & Bezels,High-impact polystyrene television outer shell casing,assets/materials/cat_plastics_0092.jpg,3.1,SCRAP_BULK,INFORMAL_KABADIWALA,LOW,15.0,kg
MAT_0093,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),"मिश्रित ई-कचरा प्लास्टिक (कॅबिनेट, बॉडी)","मिश्रित ई-कचरा प्लास्टिक (बॉडी, कैबिनेट)",Polycarbonate (PC) Clear Scrap,Shatter-resistant optical plastic scraps from electronics,assets/materials/cat_plastics_0093.jpg,1.2,INTACT,INFORMAL_KABADIWALA,LOW,32.0,kg
MAT_0094,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),"मिश्रित ई-कचरा प्लास्टिक (कॅबिनेट, बॉडी)","मिश्रित ई-कचरा प्लास्टिक (बॉडी, कैबिनेट)",Polycarbonate (PC) Clear Scrap,Shatter-resistant optical plastic scraps from electronics,assets/materials/cat_plastics_0094.jpg,1.2,DAMAGED,LOCAL_AGGREGATOR,LOW,27.2,kg
MAT_0095,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),"मिश्रित ई-कचरा प्लास्टिक (कॅबिनेट, बॉडी)","मिश्रित ई-कचरा प्लास्टिक (बॉडी, कैबिनेट)",Polycarbonate (PC) Clear Scrap,Shatter-resistant optical plastic scraps from electronics,assets/materials/cat_plastics_0095.jpg,1.2,PARTIALLY_STRIPPED,COMMERCIAL_OFFICE,LOW,24.0,kg
MAT_0096,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),"मिश्रित ई-कचरा प्लास्टिक (कॅबिनेट, बॉडी)","मिश्रित ई-कचरा प्लास्टिक (बॉडी, कैबिनेट)",Polycarbonate (PC) Clear Scrap,Shatter-resistant optical plastic scraps from electronics,assets/materials/cat_plastics_0096.jpg,1.2,SCRAP_BULK,LOCAL_AGGREGATOR,LOW,24.0,kg
MAT_0097,CAT_OTHER,Other Electronic Scrap,"इतर इलेक्ट्रॉनिक भंगार (किबोर्ड, ट्रान्सफॉर्मर)","अन्य इलेक्ट्रॉनिक कबाड़ (कीबोर्ड, चार्जर)",Small Kitchen Appliances (Iron/Mixer),"Mixed household metal, coil, and resin motor scrap",assets/materials/cat_other_0097.jpg,2.2,INTACT,LOCAL_AGGREGATOR,LOW,28.0,kg
MAT_0098,CAT_OTHER,Other Electronic Scrap,"इतर इलेक्ट्रॉनिक भंगार (किबोर्ड, ट्रान्सफॉर्मर)","अन्य इलेक्ट्रॉनिक कबाड़ (कीबोर्ड, चार्जर)",Small Kitchen Appliances (Iron/Mixer),"Mixed household metal, coil, and resin motor scrap",assets/materials/cat_other_0098.jpg,2.2,DAMAGED,LOCAL_AGGREGATOR,LOW,23.8,kg
MAT_0099,CAT_OTHER,Other Electronic Scrap,"इतर इलेक्ट्रॉनिक भंगार (किबोर्ड, ट्रान्सफॉर्मर)","अन्य इलेक्ट्रॉनिक कबाड़ (कीबोर्ड, चार्जर)",Small Kitchen Appliances (Iron/Mixer),"Mixed household metal, coil, and resin motor scrap",assets/materials/cat_other_0099.jpg,2.2,PARTIALLY_STRIPPED,LOCAL_AGGREGATOR,LOW,21.0,kg
MAT_0100,CAT_OTHER,Other Electronic Scrap,"इतर इलेक्ट्रॉनिक भंगार (किबोर्ड, ट्रान्सफॉर्मर)","अन्य इलेक्ट्रॉनिक कबाड़ (कीबोर्ड, चार्जर)",Small Kitchen Appliances (Iron/Mixer),"Mixed household metal, coil, and resin motor scrap",assets/materials/cat_other_0100.jpg,2.2,SCRAP_BULK,COMMERCIAL_OFFICE,LOW,21.0,kg
MAT_0101,CAT_OTHER,Other Electronic Scrap,"इतर इलेक्ट्रॉनिक भंगार (किबोर्ड, ट्रान्सफॉर्मर)","अन्य इलेक्ट्रॉनिक कबाड़ (कीबोर्ड, चार्जर)",Computer Keyboards & Computer Mice,"Membrane switch plastic, keycaps, and lightweight wiring",assets/materials/cat_other_0101.jpg,0.7,INTACT,COMMERCIAL_OFFICE,LOW,18.0,kg
MAT_0102,CAT_OTHER,Other Electronic Scrap,"इतर इलेक्ट्रॉनिक भंगार (किबोर्ड, ट्रान्सफॉर्मर)","अन्य इलेक्ट्रॉनिक कबाड़ (कीबोर्ड, चार्जर)",Computer Keyboards & Computer Mice,"Membrane switch plastic, keycaps, and lightweight wiring",assets/materials/cat_other_0102.jpg,0.7,DAMAGED,INFORMAL_KABADIWALA,LOW,15.3,kg
MAT_0103,CAT_OTHER,Other Electronic Scrap,"इतर इलेक्ट्रॉनिक भंगार (किबोर्ड, ट्रान्सफॉर्मर)","अन्य इलेक्ट्रॉनिक कबाड़ (कीबोर्ड, चार्जर)",Computer Keyboards & Computer Mice,"Membrane switch plastic, keycaps, and lightweight wiring",assets/materials/cat_other_0103.jpg,0.7,PARTIALLY_STRIPPED,INFORMAL_KABADIWALA,LOW,13.5,kg
MAT_0104,CAT_OTHER,Other Electronic Scrap,"इतर इलेक्ट्रॉनिक भंगार (किबोर्ड, ट्रान्सफॉर्मर)","अन्य इलेक्ट्रॉनिक कबाड़ (कीबोर्ड, चार्जर)",Computer Keyboards & Computer Mice,"Membrane switch plastic, keycaps, and lightweight wiring",assets/materials/cat_other_0104.jpg,0.7,SCRAP_BULK,INFORMAL_KABADIWALA,LOW,13.5,kg
MAT_0105,CAT_OTHER,Other Electronic Scrap,"इतर इलेक्ट्रॉनिक भंगार (किबोर्ड, ट्रान्सफॉर्मर)","अन्य इलेक्ट्रॉनिक कबाड़ (कीबोर्ड, चार्जर)",Ferrite Core Transformers & Adapters,"Wall chargers, adapters, and high-frequency ferrite coils",assets/materials/cat_other_0105.jpg,0.4,INTACT,LOCAL_AGGREGATOR,LOW,35.0,kg
MAT_0106,CAT_OTHER,Other Electronic Scrap,"इतर इलेक्ट्रॉनिक भंगार (किबोर्ड, ट्रान्सफॉर्मर)","अन्य इलेक्ट्रॉनिक कबाड़ (कीबोर्ड, चार्जर)",Ferrite Core Transformers & Adapters,"Wall chargers, adapters, and high-frequency ferrite coils",assets/materials/cat_other_0106.jpg,0.4,DAMAGED,HOUSEHOLD_COLLECTION,LOW,29.75,kg
MAT_0107,CAT_OTHER,Other Electronic Scrap,"इतर इलेक्ट्रॉनिक भंगार (किबोर्ड, ट्रान्सफॉर्मर)","अन्य इलेक्ट्रॉनिक कबाड़ (कीबोर्ड, चार्जर)",Ferrite Core Transformers & Adapters,"Wall chargers, adapters, and high-frequency ferrite coils",assets/materials/cat_other_0107.jpg,0.4,PARTIALLY_STRIPPED,INFORMAL_KABADIWALA,LOW,26.25,kg
MAT_0108,CAT_OTHER,Other Electronic Scrap,"इतर इलेक्ट्रॉनिक भंगार (किबोर्ड, ट्रान्सफॉर्मर)","अन्य इलेक्ट्रॉनिक कबाड़ (कीबोर्ड, चार्जर)",Ferrite Core Transformers & Adapters,"Wall chargers, adapters, and high-frequency ferrite coils",assets/materials/cat_other_0108.jpg,0.4,SCRAP_BULK,LOCAL_AGGREGATOR,LOW,26.25,kg
