price_id,category_id,sub_category,location,recorded_at,prevailing_buying_price,selling_quoted_price,unit_of_measurement,market_range_min,market_range_max,recycler_id,source_type
PRC_00146,CAT_PLASTICS,Standard Mixed E-Waste Plastics (ABS / HIPS),Mumbai - Dharavi Hub,2025-11-25T00:00:00+00:00,19.0,28.67,kg,17.1,32.97,REC_MH_ECOCENTRIC_005,recycler
PRC_00147,CAT_PLASTICS,Standard Mixed E-Waste Plastics (ABS / HIPS),Mumbai - Dharavi Hub,2026-01-24T00:00:00+00:00,20.87,28.53,kg,18.78,32.81,N/A,synthetic
PRC_00148,CAT_PLASTICS,Standard Mixed E-Waste Plastics (ABS / HIPS),Mumbai - Kurla Industrial,2025-12-06T00:00:00+00:00,16.63,23.28,kg,14.97,26.77,N/A,field
PRC_00149,CAT_PLASTICS,Standard Mixed E-Waste Plastics (ABS / HIPS),Mumbai - Kurla Industrial,2025-10-13T00:00:00+00:00,22.07,32.11,kg,19.86,36.93,REC_MH_PUNE_GREEN_006,recycler
PRC_00150,CAT_PLASTICS,Standard Mixed E-Waste Plastics (ABS / HIPS),Mumbai - Kurla Industrial,2026-01-24T00:00:00+00:00,17.81,27.63,kg,16.03,31.77,N/A,synthetic
PRC_00151,CAT_PLASTICS,Standard Mixed E-Waste Plastics (ABS / HIPS),Navi Mumbai - TTC Mahape,2025-11-15T00:00:00+00:00,19.47,28.63,kg,17.52,32.92,N/A,field
PRC_00152,CAT_PLASTICS,Standard Mixed E-Waste Plastics (ABS / HIPS),Navi Mumbai - TTC Mahape,2025-10-04T00:00:00+00:00,18.63,30.02,kg,16.77,34.52,REC_MH_PUNE_GREEN_006,recycler
PRC_00153,CAT_PLASTICS,Standard Mixed E-Waste Plastics (ABS / HIPS),Navi Mumbai - TTC Mahape,2026-03-10T00:00:00+00:00,18.2,27.13,kg,16.38,31.2,N/A,synthetic
PRC_00154,CAT_PLASTICS,Standard Mixed E-Waste Plastics (ABS / HIPS),Thane - Wagle Estate,2025-09-15T00:00:00+00:00,16.88,24.62,kg,15.19,28.31,N/A,field
PRC_00155,CAT_PLASTICS,Standard Mixed E-Waste Plastics (ABS / HIPS),Thane - Wagle Estate,2026-03-02T00:00:00+00:00,22.22,31.89,kg,20.0,36.67,REC_MH_ECOCENTRIC_005,recycler
PRC_00156,CAT_PLASTICS,Standard Mixed E-Waste Plastics (ABS / HIPS),Thane - Wagle Estate,2025-11-21T00:00:00+00:00,18.65,29.09,kg,16.79,33.45,N/A,synthetic
PRC_00157,CAT_PLASTICS,Standard Mixed E-Waste Plastics (ABS / HIPS),Pune - Bhosari MIDC,2025-10-24T00:00:00+00:00,15.0,26.81,kg,13.5,30.83,N/A,field
PRC_00158,CAT_PLASTICS,Standard Mixed E-Waste Plastics (ABS / HIPS),Pune - Bhosari MIDC,2025-11-04T00:00:00+00:00,23.17,34.67,kg,20.85,39.87,REC_MH_THANE_AGGR_008,recycler
PRC_00159,CAT_PLASTICS,Standard Mixed E-Waste Plastics (ABS / HIPS),Pune - Bhosari MIDC,2025-10-25T00:00:00+00:00,16.76,31.72,kg,15.08,36.48,N/A,synthetic
PRC_00160,CAT_PLASTICS,Standard Mixed E-Waste Plastics (ABS / HIPS),Pune - Swargate,2025-12-10T00:00:00+00:00,18.97,24.34,kg,17.07,27.99,N/A,field
PRC_00161,CAT_PLASTICS,Standard Mixed E-Waste Plastics (ABS / HIPS),Pune - Swargate,2026-01-13T00:00:00+00:00,22.73,35.12,kg,20.46,40.39,REC_MH_PUNE_GREEN_006,recycler
PRC_00162,CAT_PLASTICS,Standard Mixed E-Waste Plastics (ABS / HIPS),Pune - Swargate,2025-10-25T00:00:00+00:00,20.06,29.25,kg,18.05,33.64,N/A,synthetic
PRC_00163,CAT_PLASTICS,Standard Mixed E-Waste Plastics (ABS / HIPS),Nashik - Sinnar MIDC,2025-11-13T00:00:00+00:00,17.67,23.3,kg,15.9,26.79,N/A,field
PRC_00164,CAT_PLASTICS,Standard Mixed E-Waste Plastics (ABS / HIPS),Nashik - Sinnar MIDC,2025-10-12T00:00:00+00:00,23.31,29.84,kg,20.98,34.32,REC_MH_THANE_AGGR_008,recycler
PRC_00165,CAT_PLASTICS,Standard Mixed E-Waste Plastics (ABS / HIPS),Nashik - Sinnar MIDC,2026-03-08T00:00:00+00:00,20.5,31.72,kg,18.45,36.48,N/A,synthetic
PRC_00166,CAT_PLASTICS,Standard Mixed E-Waste Plastics (ABS / HIPS),Nagpur - Butibori MIDC,2025-10-21T00:00:00+00:00,18.88,26.5,kg,16.99,30.47,N/A,field
PRC_00167,CAT_PLASTICS,Standard Mixed E-Waste Plastics (ABS / HIPS),Nagpur - Butibori MIDC,2025-09-16T00:00:00+00:00,19.37,33.88,kg,17.43,38.96,REC_MH_ECORECO_001,recycler
PRC_00168,CAT_PLASTICS,Standard Mixed E-Waste Plastics (ABS / HIPS),Nagpur - Butibori MIDC,2025-12-18T00:00:00+00:00,20.32,26.19,kg,18.29,30.12,N/A,synthetic
PRC_00169,CAT_OTHER,Standard Other Electronic Scrap,Mumbai - Dharavi Hub,2026-01-31T00:00:00+00:00,21.44,31.23,kg,19.3,35.91,N/A,field
PRC_00170,CAT_OTHER,Standard Other Electronic Scrap,Mumbai - Dharavi Hub,2025-12-29T00:00:00+00:00,25.06,33.45,kg,22.55,38.47,REC_MH_THANE_AGGR_008,recycler
PRC_00171,CAT_OTHER,Standard Other Electronic Scrap,Mumbai - Dharavi Hub,2025-12-07T00:00:00+00:00,22.74,33.5,kg,20.47,38.52,N/A,synthetic
PRC_00172,CAT_OTHER,Standard Other Electronic Scrap,Mumbai - Kurla Industrial,2026-01-03T00:00:00+00:00,17.84,27.69,kg,16.06,31.84,N/A,field
PRC_00173,CAT_OTHER,Standard Other Electronic Scrap,Mumbai - Kurla Industrial,2025-09-29T00:00:00+00:00,24.84,37.56,kg,22.36,43.19,REC_MH_NAGPUR_CLEAN_007,recycler
PRC_00174,CAT_OTHER,Standard Other Electronic Scrap,Mumbai - Kurla Industrial,2025-11-03T00:00:00+00:00,22.35,35.28,kg,20.12,40.57,N/A,synthetic
PRC_00175,CAT_OTHER,Standard Other Electronic Scrap,Navi Mumbai - TTC Mahape,2025-11-29T00:00:00+00:00,18.77,29.5,kg,16.89,33.92,N/A,field
PRC_00176,CAT_OTHER,Standard Other Electronic Scrap,Navi Mumbai - TTC Mahape,2026-01-13T00:00:00+00:00,20.5,38.37,kg,18.45,44.13,REC_MH_ECORECO_001,recycler
PRC_00177,CAT_OTHER,Standard Other Electronic Scrap,Navi Mumbai - TTC Mahape,2025-09-17T00:00:00+00:00,21.03,33.73,kg,18.93,38.79,N/A,synthetic
PRC_00178,CAT_OTHER,Standard Other Electronic Scrap,Thane - Wagle Estate,2025-10-31T00:00:00+00:00,17.03,28.45,kg,15.33,32.72,N/A,field
PRC_00179,CAT_OTHER,Standard Other Electronic Scrap,Thane - Wagle Estate,2026-03-05T00:00:00+00:00,24.51,33.58,kg,22.06,38.62,REC_MH_ECORECO_001,recycler
PRC_00180,CAT_OTHER,Standard Other Electronic Scrap,Thane - Wagle Estate,2025-11-24T00:00:00+00:00,21.47,33.43,kg,19.32,38.44,N/A,synthetic
PRC_00181,CAT_OTHER,Standard Other Electronic Scrap,Pune - Bhosari MIDC,2025-11-06T00:00:00+00:00,19.72,27.43,kg,17.75,31.54,N/A,field
PRC_00182,CAT_OTHER,Standard Other Electronic Scrap,Pune - Bhosari MIDC,2025-09-25T00:00:00+00:00,22.39,34.95,kg,20.15,40.19,REC_MH_EINCARNATION_002,recycler
PRC_00183,CAT_OTHER,Standard Other Electronic Scrap,Pune - Bhosari MIDC,2026-01-12T00:00:00+00:00,21.47,31.04,kg,19.32,35.7,N/A,synthetic
PRC_00184,CAT_OTHER,Standard Other Electronic Scrap,Pune - Swargate,2026-02-13T00:00:00+00:00,19.89,33.36,kg,17.9,38.36,N/A,field
PRC_00185,CAT_OTHER,Standard Other Electronic Scrap,Pune - Swargate,2026-03-02T00:00:00+00:00,23.38,36.14,kg,21.04,41.56,REC_MH_NAGPUR_CLEAN_007,recycler
PRC_00186,CAT_OTHER,Standard Other Electronic Scrap,Pune - Swargate,2025-11-11T00:00:00+00:00,18.54,32.49,kg,16.69,37.36,N/A,synthetic
PRC_00187,CAT_OTHER,Standard Other Electronic Scrap,Nashik - Sinnar MIDC,2026-01-03T00:00:00+00:00,20.36,28.32,kg,18.32,32.57,N/A,field
PRC_00188,CAT_OTHER,Standard Other Electronic Scrap,Nashik - Sinnar MIDC,2026-01-03T00:00:00+00:00,25.25,35.91,kg,22.73,41.3,REC_MH_NAGPUR_CLEAN_007,recycler
PRC_00189,CAT_OTHER,Standard Other Electronic Scrap,Nashik - Sinnar MIDC,2026-02-16T00:00:00+00:00,21.5,29.67,kg,19.35,34.12,N/A,synthetic
PRC_00190,CAT_OTHER,Standard Other Electronic Scrap,Nagpur - Butibori MIDC,2025-10-06T00:00:00+00:00,17.44,30.32,kg,15.7,34.87,N/A,field
PRC_00191,CAT_OTHER,Standard Other Electronic Scrap,Nagpur - Butibori MIDC,2025-12-04T00:00:00+00:00,25.1,33.53,kg,22.59,38.56,REC_MH_THANE_AGGR_008,recycler
PRC_00192,CAT_OTHER,Standard Other Electronic Scrap,Nagpur - Butibori MIDC,2026-02-04T00:00:00+00:00,18.69,35.27,kg,16.82,40.56,N/A,synthetic
