date,category_id,category_name,location_cluster,buying_price_per_kg,selling_price_per_kg,unit,source_type,notes
2025-07-30,CAT_PCB,Printed Circuit Boards (PCBs),Maharashtra (Mumbai/Pune/Nashik),193.28,278.44,kg,recycler,Aggregated recycler market reading
2025-07-30,CAT_PCB,Printed Circuit Boards (PCBs),Maharashtra (Mumbai/Pune/Nashik),190.28,274.84,kg,synthetic,Aggregated synthetic market reading
2025-07-30,CAT_CABLES,Copper Cables & Wires,Maharashtra (Mumbai/Pune/Nashik),251.98,336.24,kg,field,Aggregated field market reading
2025-07-30,CAT_CABLES,Copper Cables & Wires,Maharashtra (Mumbai/Pune/Nashik),256.98,342.24,kg,recycler,Aggregated recycler market reading
2025-07-30,CAT_CABLES,Copper Cables & Wires,Maharashtra (Mumbai/Pune/Nashik),253.98,338.64,kg,synthetic,Aggregated synthetic market reading
2025-07-30,CAT_BATTERY,Batteries (Lead-Acid & Li-Ion),Maharashtra (Mumbai/Pune/Nashik),77.74,109.23,kg,field,Aggregated field market reading
2025-07-30,CAT_BATTERY,Batteries (Lead-Acid & Li-Ion),Maharashtra (Mumbai/Pune/Nashik),82.74,115.23,kg,recycler,Aggregated recycler market reading
2025-07-30,CAT_BATTERY,Batteries (Lead-Acid & Li-Ion),Maharashtra (Mumbai/Pune/Nashik),79.74,111.63,kg,synthetic,Aggregated synthetic market reading
2025-07-30,CAT_MOTORS,Motors & Magnet Assemblies,Maharashtra (Mumbai/Pune/Nashik),35.71,49.32,kg,field,Aggregated field market reading
2025-07-30,CAT_MOTORS,Motors & Magnet Assemblies,Maharashtra (Mumbai/Pune/Nashik),40.71,55.32,kg,recycler,Aggregated recycler market reading
2025-07-30,CAT_MOTORS,Motors & Magnet Assemblies,Maharashtra (Mumbai/Pune/Nashik),37.71,51.72,kg,synthetic,Aggregated synthetic market reading
2025-07-30,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),Maharashtra (Mumbai/Pune/Nashik),17.48,27.9,kg,field,Aggregated field market reading
2025-07-30,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),Maharashtra (Mumbai/Pune/Nashik),22.48,33.9,kg,recycler,Aggregated recycler market reading
2025-07-30,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),Maharashtra (Mumbai/Pune/Nashik),19.48,30.3,kg,synthetic,Aggregated synthetic market reading
2025-07-30,CAT_OTHER,Other Electronic Scrap,Maharashtra (Mumbai/Pune/Nashik),19.66,32.26,kg,field,Aggregated field market reading
2025-07-30,CAT_OTHER,Other Electronic Scrap,Maharashtra (Mumbai/Pune/Nashik),24.66,38.26,kg,recycler,Aggregated recycler market reading
2025-07-30,CAT_OTHER,Other Electronic Scrap,Maharashtra (Mumbai/Pune/Nashik),21.66,34.66,kg,synthetic,Aggregated synthetic market reading
2025-08-29,CAT_CRT,CRT Monitors & TVs,Maharashtra (Mumbai/Pune/Nashik),13.06,21.27,kg,field,Aggregated field market reading
2025-08-29,CAT_CRT,CRT Monitors & TVs,Maharashtra (Mumbai/Pune/Nashik),18.06,27.27,kg,recycler,Aggregated recycler market reading
2025-08-29,CAT_CRT,CRT Monitors & TVs,Maharashtra (Mumbai/Pune/Nashik),15.06,23.67,kg,synthetic,Aggregated synthetic market reading
2025-08-29,CAT_LCD_LED,LCD / LED Panels,Maharashtra (Mumbai/Pune/Nashik),39.0,56.95,kg,field,Aggregated field market reading
2025-08-29,CAT_LCD_LED,LCD / LED Panels,Maharashtra (Mumbai/Pune/Nashik),44.0,62.95,kg,recycler,Aggregated recycler market reading
2025-08-29,CAT_LCD_LED,LCD / LED Panels,Maharashtra (Mumbai/Pune/Nashik),41.0,59.35,kg,synthetic,Aggregated synthetic market reading
2025-08-29,CAT_PCB,Printed Circuit Boards (PCBs),Maharashtra (Mumbai/Pune/Nashik),190.48,275.63,kg,field,Aggregated field market reading
2025-08-29,CAT_PCB,Printed Circuit Boards (PCBs),Maharashtra (Mumbai/Pune/Nashik),195.48,281.63,kg,recycler,Aggregated recycler market reading
2025-08-29,CAT_PCB,Printed Circuit Boards (PCBs),Maharashtra (Mumbai/Pune/Nashik),192.48,278.03,kg,synthetic,Aggregated synthetic market reading
2025-08-29,CAT_CABLES,Copper Cables & Wires,Maharashtra (Mumbai/Pune/Nashik),257.3,343.33,kg,field,Aggregated field market reading
2025-08-29,CAT_CABLES,Copper Cables & Wires,Maharashtra (Mumbai/Pune/Nashik),262.3,349.33,kg,recycler,Aggregated recycler market reading
2025-08-29,CAT_CABLES,Copper Cables & Wires,Maharashtra (Mumbai/Pune/Nashik),259.3,345.73,kg,synthetic,Aggregated synthetic market reading
2025-08-29,CAT_BATTERY,Batteries (Lead-Acid & Li-Ion),Maharashtra (Mumbai/Pune/Nashik),80.86,113.6,kg,field,Aggregated field market reading
2025-08-29,CAT_BATTERY,Batteries (Lead-Acid & Li-Ion),Maharashtra (Mumbai/Pune/Nashik),85.86,119.6,kg,recycler,Aggregated recycler market reading
2025-08-29,CAT_BATTERY,Batteries (Lead-Acid & Li-Ion),Maharashtra (Mumbai/Pune/Nashik),82.86,116.0,kg,synthetic,Aggregated synthetic market reading
2025-08-29,CAT_MOTORS,Motors & Magnet Assemblies,Maharashtra (Mumbai/Pune/Nashik),36.09,49.84,kg,field,Aggregated field market reading
2025-08-29,CAT_MOTORS,Motors & Magnet Assemblies,Maharashtra (Mumbai/Pune/Nashik),41.09,55.84,kg,recycler,Aggregated recycler market reading
2025-08-29,CAT_MOTORS,Motors & Magnet Assemblies,Maharashtra (Mumbai/Pune/Nashik),38.09,52.24,kg,synthetic,Aggregated synthetic market reading
2025-08-29,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),Maharashtra (Mumbai/Pune/Nashik),17.38,27.74,kg,field,Aggregated field market reading
2025-08-29,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),Maharashtra (Mumbai/Pune/Nashik),22.38,33.74,kg,recycler,Aggregated recycler market reading
2025-08-29,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),Maharashtra (Mumbai/Pune/Nashik),19.38,30.14,kg,synthetic,Aggregated synthetic market reading
2025-08-29,CAT_OTHER,Other Electronic Scrap,Maharashtra (Mumbai/Pune/Nashik),19.43,31.89,kg,field,Aggregated field market reading
2025-08-29,CAT_OTHER,Other Electronic Scrap,Maharashtra (Mumbai/Pune/Nashik),24.43,37.89,kg,recycler,Aggregated recycler market reading
2025-08-29,CAT_OTHER,Other Electronic Scrap,Maharashtra (Mumbai/Pune/Nashik),21.43,34.29,kg,synthetic,Aggregated synthetic market reading
2025-09-28,CAT_CRT,CRT Monitors & TVs,Maharashtra (Mumbai/Pune/Nashik),13.64,22.17,kg,field,Aggregated field market reading
2025-09-28,CAT_CRT,CRT Monitors & TVs,Maharashtra (Mumbai/Pune/Nashik),18.64,28.17,kg,recycler,Aggregated recycler market reading
2025-09-28,CAT_CRT,CRT Monitors & TVs,Maharashtra (Mumbai/Pune/Nashik),15.64,24.57,kg,synthetic,Aggregated synthetic market reading
2025-09-28,CAT_LCD_LED,LCD / LED Panels,Maharashtra (Mumbai/Pune/Nashik),40.66,59.34,kg,field,Aggregated field market reading
2025-09-28,CAT_LCD_LED,LCD / LED Panels,Maharashtra (Mumbai/Pune/Nashik),45.66,65.34,kg,recycler,Aggregated recycler market reading
2025-09-28,CAT_LCD_LED,LCD / LED Panels,Maharashtra (Mumbai/Pune/Nashik),42.66,61.74,kg,synthetic,Aggregated synthetic market reading
2025-09-28,CAT_PCB,Printed Circuit Boards (PCBs),Maharashtra (Mumbai/Pune/Nashik),201.29,291.25,kg,field,Aggregated field market reading
2025-09-28,CAT_PCB,Printed Circuit Boards (PCBs),Maharashtra (Mumbai/Pune/Nashik),206.29,297.25,kg,recycler,Aggregated recycler market reading
2025-09-28,CAT_PCB,Printed Circuit Boards (PCBs),Maharashtra (Mumbai/Pune/Nashik),203.29,293.65,kg,synthetic,Aggregated synthetic market reading
2025-09-28,CAT_CABLES,Copper Cables & Wires,Maharashtra (Mumbai/Pune/Nashik),264.72,353.22,kg,field,Aggregated field market reading
2025-09-28,CAT_CABLES,Copper Cables & Wires,Maharashtra (Mumbai/Pune/Nashik),269.72,359.22,kg,recycler,Aggregated recycler market reading
2025-09-28,CAT_CABLES,Copper Cables & Wires,Maharashtra (Mumbai/Pune/Nashik),266.72,355.62,kg,synthetic,Aggregated synthetic market reading
2025-09-28,CAT_BATTERY,Batteries (Lead-Acid & Li-Ion),Maharashtra (Mumbai/Pune/Nashik),79.6,111.84,kg,field,Aggregated field market reading
2025-09-28,CAT_BATTERY,Batteries (Lead-Acid & Li-Ion),Maharashtra (Mumbai/Pune/Nashik),84.6,117.84,kg,recycler,Aggregated recycler market reading
2025-09-28,CAT_BATTERY,Batteries (Lead-Acid & Li-Ion),Maharashtra (Mumbai/Pune/Nashik),81.6,114.24,kg,synthetic,Aggregated synthetic market reading
2025-09-28,CAT_MOTORS,Motors & Magnet Assemblies,Maharashtra (Mumbai/Pune/Nashik),35.93,49.61,kg,field,Aggregated field market reading
2025-09-28,CAT_MOTORS,Motors & Magnet Assemblies,Maharashtra (Mumbai/Pune/Nashik),40.93,55.61,kg,recycler,Aggregated recycler market reading
2025-09-28,CAT_MOTORS,Motors & Magnet Assemblies,Maharashtra (Mumbai/Pune/Nashik),37.93,52.01,kg,synthetic,Aggregated synthetic market reading
2025-09-28,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),Maharashtra (Mumbai/Pune/Nashik),17.92,28.59,kg,field,Aggregated field market reading
2025-09-28,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),Maharashtra (Mumbai/Pune/Nashik),22.92,34.59,kg,recycler,Aggregated recycler market reading
2025-09-28,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),Maharashtra (Mumbai/Pune/Nashik),19.92,30.99,kg,synthetic,Aggregated synthetic market reading
2025-09-28,CAT_OTHER,Other Electronic Scrap,Maharashtra (Mumbai/Pune/Nashik),20.69,33.9,kg,field,Aggregated field market reading
2025-09-28,CAT_OTHER,Other Electronic Scrap,Maharashtra (Mumbai/Pune/Nashik),25.69,39.9,kg,recycler,Aggregated recycler market reading
2025-09-28,CAT_OTHER,Other Electronic Scrap,Maharashtra (Mumbai/Pune/Nashik),22.69,36.3,kg,synthetic,Aggregated synthetic market reading
2025-10-28,CAT_CRT,CRT Monitors & TVs,Maharashtra (Mumbai/Pune/Nashik),13.66,22.2,kg,field,Aggregated field market reading
2025-10-28,CAT_CRT,CRT Monitors & TVs,Maharashtra (Mumbai/Pune/Nashik),18.66,28.2,kg,recycler,Aggregated recycler market reading
2025-10-28,CAT_CRT,CRT Monitors & TVs,Maharashtra (Mumbai/Pune/Nashik),15.66,24.6,kg,synthetic,Aggregated synthetic market reading
2025-10-28,CAT_LCD_LED,LCD / LED Panels,Maharashtra (Mumbai/Pune/Nashik),41.34,60.33,kg,field,Aggregated field market reading
2025-10-28,CAT_LCD_LED,LCD / LED Panels,Maharashtra (Mumbai/Pune/Nashik),46.34,66.33,kg,recycler,Aggregated recycler market reading
2025-10-28,CAT_LCD_LED,LCD / LED Panels,Maharashtra (Mumbai/Pune/Nashik),43.34,62.73,kg,synthetic,Aggregated synthetic market reading
2025-10-28,CAT_PCB,Printed Circuit Boards (PCBs),Maharashtra (Mumbai/Pune/Nashik),199.69,288.93,kg,field,Aggregated field market reading
2025-10-28,CAT_PCB,Printed Circuit Boards (PCBs),Maharashtra (Mumbai/Pune/Nashik),204.69,294.93,kg,recycler,Aggregated recycler market reading
2025-10-28,CAT_PCB,Printed Circuit Boards (PCBs),Maharashtra (Mumbai/Pune/Nashik),201.69,291.33,kg,synthetic,Aggregated synthetic market reading
2025-10-28,CAT_CABLES,Copper Cables & Wires,Maharashtra (Mumbai/Pune/Nashik),263.48,351.57,kg,field,Aggregated field market reading
2025-10-28,CAT_CABLES,Copper Cables & Wires,Maharashtra (Mumbai/Pune/Nashik),268.48,357.57,kg,recycler,Aggregated recycler market reading
2025-10-28,CAT_CABLES,Copper Cables & Wires,Maharashtra (Mumbai/Pune/Nashik),265.48,353.97,kg,synthetic,Aggregated synthetic market reading
2025-10-28,CAT_BATTERY,Batteries (Lead-Acid & Li-Ion),Maharashtra (Mumbai/Pune/Nashik),81.11,113.95,kg,field,Aggregated field market reading
2025-10-28,CAT_BATTERY,Batteries (Lead-Acid & Li-Ion),Maharashtra (Mumbai/Pune/Nashik),86.11,119.95,kg,recycler,Aggregated recycler market reading
2025-10-28,CAT_BATTERY,Batteries (Lead-Acid & Li-Ion),Maharashtra (Mumbai/Pune/Nashik),83.11,116.35,kg,synthetic,Aggregated synthetic market reading
2025-10-28,CAT_MOTORS,Motors & Magnet Assemblies,Maharashtra (Mumbai/Pune/Nashik),38.17,52.69,kg,field,Aggregated field market reading
2025-10-28,CAT_MOTORS,Motors & Magnet Assemblies,Maharashtra (Mumbai/Pune/Nashik),43.17,58.69,kg,recycler,Aggregated recycler market reading
2025-10-28,CAT_MOTORS,Motors & Magnet Assemblies,Maharashtra (Mumbai/Pune/Nashik),40.17,55.09,kg,synthetic,Aggregated synthetic market reading
2025-10-28,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),Maharashtra (Mumbai/Pune/Nashik),18.36,29.27,kg,field,Aggregated field market reading
2025-10-28,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),Maharashtra (Mumbai/Pune/Nashik),23.36,35.27,kg,recycler,Aggregated recycler market reading
2025-10-28,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),Maharashtra (Mumbai/Pune/Nashik),20.36,31.67,kg,synthetic,Aggregated synthetic market reading
2025-10-28,CAT_OTHER,Other Electronic Scrap,Maharashtra (Mumbai/Pune/Nashik),20.85,34.17,kg,field,Aggregated field market reading
2025-10-28,CAT_OTHER,Other Electronic Scrap,Maharashtra (Mumbai/Pune/Nashik),25.85,40.17,kg,recycler,Aggregated recycler market reading
2025-10-28,CAT_OTHER,Other Electronic Scrap,Maharashtra (Mumbai/Pune/Nashik),22.85,36.57,kg,synthetic,Aggregated synthetic market reading
2025-11-27,CAT_CRT,CRT Monitors & TVs,Maharashtra (Mumbai/Pune/Nashik),13.87,22.54,kg,field,Aggregated field market reading
2025-11-27,CAT_CRT,CRT Monitors & TVs,Maharashtra (Mumbai/Pune/Nashik),18.87,28.54,kg,recycler,Aggregated recycler market reading
2025-11-27,CAT_CRT,CRT Monitors & TVs,Maharashtra (Mumbai/Pune/Nashik),15.87,24.94,kg,synthetic,Aggregated synthetic market reading
2025-11-27,CAT_LCD_LED,LCD / LED Panels,Maharashtra (Mumbai/Pune/Nashik),40.81,59.56,kg,field,Aggregated field market reading
2025-11-27,CAT_LCD_LED,LCD / LED Panels,Maharashtra (Mumbai/Pune/Nashik),45.81,65.56,kg,recycler,Aggregated recycler market reading
2025-11-27,CAT_LCD_LED,LCD / LED Panels,Maharashtra (Mumbai/Pune/Nashik),42.81,61.96,kg,synthetic,Aggregated synthetic market reading
2025-11-27,CAT_PCB,Printed Circuit Boards (PCBs),Maharashtra (Mumbai/Pune/Nashik),199.67,288.9,kg,field,Aggregated field market reading
2025-11-27,CAT_PCB,Printed Circuit Boards (PCBs),Maharashtra (Mumbai/Pune/Nashik),204.67,294.9,kg,recycler,Aggregated recycler market reading
2025-11-27,CAT_PCB,Printed Circuit Boards (PCBs),Maharashtra (Mumbai/Pune/Nashik),201.67,291.3,kg,synthetic,Aggregated synthetic market reading
2025-11-27,CAT_CABLES,Copper Cables & Wires,Maharashtra (Mumbai/Pune/Nashik),274.4,366.13,kg,field,Aggregated field market reading
2025-11-27,CAT_CABLES,Copper Cables & Wires,Maharashtra (Mumbai/Pune/Nashik),279.4,372.13,kg,recycler,Aggregated recycler market reading
2025-11-27,CAT_CABLES,Copper Cables & Wires,Maharashtra (Mumbai/Pune/Nashik),276.4,368.53,kg,synthetic,Aggregated synthetic market reading
2025-11-27,CAT_BATTERY,Batteries (Lead-Acid & Li-Ion),Maharashtra (Mumbai/Pune/Nashik),85.05,119.48,kg,field,Aggregated field market reading
2025-11-27,CAT_BATTERY,Batteries (Lead-Acid & Li-Ion),Maharashtra (Mumbai/Pune/Nashik),90.05,125.48,kg,recycler,Aggregated recycler market reading
2025-11-27,CAT_BATTERY,Batteries (Lead-Acid & Li-Ion),Maharashtra (Mumbai/Pune/Nashik),87.05,121.88,kg,synthetic,Aggregated synthetic market reading
2025-11-27,CAT_MOTORS,Motors & Magnet Assemblies,Maharashtra (Mumbai/Pune/Nashik),38.25,52.81,kg,field,Aggregated field market reading
2025-11-27,CAT_MOTORS,Motors & Magnet Assemblies,Maharashtra (Mumbai/Pune/Nashik),43.25,58.81,kg,recycler,Aggregated recycler market reading
2025-11-27,CAT_MOTORS,Motors & Magnet Assemblies,Maharashtra (Mumbai/Pune/Nashik),40.25,55.21,kg,synthetic,Aggregated synthetic market reading
2025-11-27,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),Maharashtra (Mumbai/Pune/Nashik),18.83,30.0,kg,field,Aggregated field market reading
2025-11-27,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),Maharashtra (Mumbai/Pune/Nashik),23.83,36.0,kg,recycler,Aggregated recycler market reading
2025-11-27,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),Maharashtra (Mumbai/Pune/Nashik),20.83,32.4,kg,synthetic,Aggregated synthetic market reading
2025-11-27,CAT_OTHER,Other Electronic Scrap,Maharashtra (Mumbai/Pune/Nashik),20.13,33.02,kg,field,Aggregated field market reading
2025-11-27,CAT_OTHER,Other Electronic Scrap,Maharashtra (Mumbai/Pune/Nashik),25.13,39.02,kg,recycler,Aggregated recycler market reading
2025-11-27,CAT_OTHER,Other Electronic Scrap,Maharashtra (Mumbai/Pune/Nashik),22.13,35.42,kg,synthetic,Aggregated synthetic market reading
2025-12-27,CAT_CRT,CRT Monitors & TVs,Maharashtra (Mumbai/Pune/Nashik),14.34,23.28,kg,field,Aggregated field market reading
2025-12-27,CAT_CRT,CRT Monitors & TVs,Maharashtra (Mumbai/Pune/Nashik),19.34,29.28,kg,recycler,Aggregated recycler market reading
2025-12-27,CAT_CRT,CRT Monitors & TVs,Maharashtra (Mumbai/Pune/Nashik),16.34,25.68,kg,synthetic,Aggregated synthetic market reading
2025-12-27,CAT_LCD_LED,LCD / LED Panels,Maharashtra (Mumbai/Pune/Nashik),41.92,61.17,kg,field,Aggregated field market reading
2025-12-27,CAT_LCD_LED,LCD / LED Panels,Maharashtra (Mumbai/Pune/Nashik),46.92,67.17,kg,recycler,Aggregated recycler market reading
2025-12-27,CAT_LCD_LED,LCD / LED Panels,Maharashtra (Mumbai/Pune/Nashik),43.92,63.57,kg,synthetic,Aggregated synthetic market reading
2025-12-27,CAT_PCB,Printed Circuit Boards (PCBs),Maharashtra (Mumbai/Pune/Nashik),199.32,288.4,kg,field,Aggregated field market reading
2025-12-27,CAT_PCB,Printed Circuit Boards (PCBs),Maharashtra (Mumbai/Pune/Nashik),204.32,294.4,kg,recycler,Aggregated recycler market reading
2025-12-27,CAT_PCB,Printed Circuit Boards (PCBs),Maharashtra (Mumbai/Pune/Nashik),201.32,290.8,kg,synthetic,Aggregated synthetic market reading
2025-12-27,CAT_CABLES,Copper Cables & Wires,Maharashtra (Mumbai/Pune/Nashik),270.06,360.35,kg,field,Aggregated field market reading
2025-12-27,CAT_CABLES,Copper Cables & Wires,Maharashtra (Mumbai/Pune/Nashik),275.06,366.35,kg,recycler,Aggregated recycler market reading
2025-12-27,CAT_CABLES,Copper Cables & Wires,Maharashtra (Mumbai/Pune/Nashik),272.06,362.75,kg,synthetic,Aggregated synthetic market reading
2025-12-27,CAT_BATTERY,Batteries (Lead-Acid & Li-Ion),Maharashtra (Mumbai/Pune/Nashik),81.71,114.8,kg,field,Aggregated field market reading
2025-12-27,CAT_BATTERY,Batteries (Lead-Acid & Li-Ion),Maharashtra (Mumbai/Pune/Nashik),86.71,120.8,kg,recycler,Aggregated recycler market reading
2025-12-27,CAT_BATTERY,Batteries (Lead-Acid & Li-Ion),Maharashtra (Mumbai/Pune/Nashik),83.71,117.2,kg,synthetic,Aggregated synthetic market reading
2025-12-27,CAT_MOTORS,Motors & Magnet Assemblies,Maharashtra (Mumbai/Pune/Nashik),37.64,51.96,kg,field,Aggregated field market reading
2025-12-27,CAT_MOTORS,Motors & Magnet Assemblies,Maharashtra (Mumbai/Pune/Nashik),42.64,57.96,kg,recycler,Aggregated recycler market reading
2025-12-27,CAT_MOTORS,Motors & Magnet Assemblies,Maharashtra (Mumbai/Pune/Nashik),39.64,54.36,kg,synthetic,Aggregated synthetic market reading
2025-12-27,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),Maharashtra (Mumbai/Pune/Nashik),18.08,28.83,kg,field,Aggregated field market reading
2025-12-27,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),Maharashtra (Mumbai/Pune/Nashik),23.08,34.83,kg,recycler,Aggregated recycler market reading
2025-12-27,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),Maharashtra (Mumbai/Pune/Nashik),20.08,31.23,kg,synthetic,Aggregated synthetic market reading
2025-12-27,CAT_OTHER,Other Electronic Scrap,Maharashtra (Mumbai/Pune/Nashik),20.95,34.31,kg,field,Aggregated field market reading
2025-12-27,CAT_OTHER,Other Electronic Scrap,Maharashtra (Mumbai/Pune/Nashik),25.95,40.31,kg,recycler,Aggregated recycler market reading
2025-12-27,CAT_OTHER,Other Electronic Scrap,Maharashtra (Mumbai/Pune/Nashik),22.95,36.71,kg,synthetic,Aggregated synthetic market reading
2026-01-26,CAT_CRT,CRT Monitors & TVs,Maharashtra (Mumbai/Pune/Nashik),13.96,22.68,kg,field,Aggregated field market reading
2026-01-26,CAT_CRT,CRT Monitors & TVs,Maharashtra (Mumbai/Pune/Nashik),18.96,28.68,kg,recycler,Aggregated recycler market reading
2026-01-26,CAT_CRT,CRT Monitors & TVs,Maharashtra (Mumbai/Pune/Nashik),15.96,25.08,kg,synthetic,Aggregated synthetic market reading
2026-01-26,CAT_LCD_LED,LCD / LED Panels,Maharashtra (Mumbai/Pune/Nashik),41.44,60.48,kg,field,Aggregated field market reading
2026-01-26,CAT_LCD_LED,LCD / LED Panels,Maharashtra (Mumbai/Pune/Nashik),46.44,66.48,kg,recycler,Aggregated recycler market reading
2026-01-26,CAT_LCD_LED,LCD / LED Panels,Maharashtra (Mumbai/Pune/Nashik),43.44,62.88,kg,synthetic,Aggregated synthetic market reading
2026-01-26,CAT_PCB,Printed Circuit Boards (PCBs),Maharashtra (Mumbai/Pune/Nashik),207.18,299.76,kg,field,Aggregated field market reading
2026-01-26,CAT_PCB,Printed Circuit Boards (PCBs),Maharashtra (Mumbai/Pune/Nashik),212.18,305.76,kg,recycler,Aggregated recycler market reading
2026-01-26,CAT_PCB,Printed Circuit Boards (PCBs),Maharashtra (Mumbai/Pune/Nashik),209.18,302.16,kg,synthetic,Aggregated synthetic market reading
2026-01-26,CAT_CABLES,Copper Cables & Wires,Maharashtra (Mumbai/Pune/Nashik),276.02,368.29,kg,field,Aggregated field market reading
2026-01-26,CAT_CABLES,Copper Cables & Wires,Maharashtra (Mumbai/Pune/Nashik),281.02,374.29,kg,recycler,Aggregated recycler market reading
2026-01-26,CAT_CABLES,Copper Cables & Wires,Maharashtra (Mumbai/Pune/Nashik),278.02,370.69,kg,synthetic,Aggregated synthetic market reading
2026-01-26,CAT_BATTERY,Batteries (Lead-Acid & Li-Ion),Maharashtra (Mumbai/Pune/Nashik),82.78,116.29,kg,field,Aggregated field market reading
2026-01-26,CAT_BATTERY,Batteries (Lead-Acid & Li-Ion),Maharashtra (Mumbai/Pune/Nashik),87.78,122.29,kg,recycler,Aggregated recycler market reading
2026-01-26,CAT_BATTERY,Batteries (Lead-Acid & Li-Ion),Maharashtra (Mumbai/Pune/Nashik),84.78,118.69,kg,synthetic,Aggregated synthetic market reading
2026-01-26,CAT_MOTORS,Motors & Magnet Assemblies,Maharashtra (Mumbai/Pune/Nashik),39.15,54.03,kg,field,Aggregated field market reading
2026-01-26,CAT_MOTORS,Motors & Magnet Assemblies,Maharashtra (Mumbai/Pune/Nashik),44.15,60.03,kg,recycler,Aggregated recycler market reading
2026-01-26,CAT_MOTORS,Motors & Magnet Assemblies,Maharashtra (Mumbai/Pune/Nashik),41.15,56.43,kg,synthetic,Aggregated synthetic market reading
2026-01-26,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),Maharashtra (Mumbai/Pune/Nashik),18.99,30.25,kg,field,Aggregated field market reading
2026-01-26,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),Maharashtra (Mumbai/Pune/Nashik),23.99,36.25,kg,recycler,Aggregated recycler market reading
2026-01-26,CAT_PLASTICS,Mixed E-Waste Plastics (ABS / HIPS),Maharashtra (Mumbai/Pune/Nashik),20.99,32.65,kg,synthetic,Aggregated synthetic market reading
2026-01-26,CAT_OTHER,Other Electronic Scrap,Maharashtra (Mumbai/Pune/Nashik),20.64,33.82,kg,field,Aggregated field market reading
2026-01-26,CAT_OTHER,Other Electronic Scrap,Maharashtra (Mumbai/Pune/Nashik),25.64,39.82,kg,recycler,Aggregated recycler market reading
2026-01-26,CAT_OTHER,Other Electronic Scrap,Maharashtra (Mumbai/Pune/Nashik),22.64,36.22,kg,synthetic,Aggregated synthetic market reading
2026-02-25,CAT_CRT,CRT Monitors & TVs,Maharashtra (Mumbai/Pune/Nashik),14.43,23.43,kg,field,Aggregated field market reading
2026-02-25,CAT_CRT,CRT Monitors & TVs,Maharashtra (Mumbai/Pune/Nashik),19.43,29.43,kg,recycler,Aggregated recycler market reading
2026-02-25,CAT_CRT,CRT Monitors & TVs,Maharashtra (Mumbai/Pune/Nashik),16.43,25.83,kg,synthetic,Aggregated synthetic market reading
2026-02-25,CAT_LCD_LED,LCD / LED Panels,Maharashtra (Mumbai/Pune/Nashik),43.18,63.0,kg,field,Aggregated field market reading
2026-02-25,CAT_LCD_LED,LCD / LED Panels,Maharashtra (Mumbai/Pune/Nashik),48.18,69.0,kg,recycler,Aggregated recycler market reading
2026-02-25,CAT_LCD_LED,LCD / LED Panels,Maharashtra (Mumbai/Pune/Nashik),45.18,65.4,kg,synthetic,Aggregated synthetic market reading
2026-02-25,CAT_PCB,Printed Circuit Boards (PCBs),Maharashtra (Mumbai/Pune/Nashik),208.96,302.31,kg,field,Aggregated field market reading
2026-02-25,CAT_PCB,Printed Circuit Boards (PCBs),Maharashtra (Mumbai/Pune/Nashik),213.96,308.31,kg,recycler,Aggregated recycler market reading
2026-02-25,CAT_PCB,Printed Circuit Boards (PCBs),Maharashtra (Mumbai/Pune/Nashik),210.96,304.71,kg,synthetic,Aggregated synthetic market reading
2026-02-25,CAT_CABLES,Copper Cables & Wires,Maharashtra (Mumbai/Pune/Nashik),283.61,378.41,kg,field,Aggregated field market reading
2026-02-25,CAT_CABLES,Copper Cables & Wires,Maharashtra (Mumbai/Pune/Nashik),288.61,384.41,kg,recycler,Aggregated recycler market reading
2026-02-25,CAT_CABLES,Copper Cables & Wires,Maharashtra (Mumbai/Pune/Nashik),285.61,380.81,kg,synthetic,Aggregated synthetic market reading
2026-02-25,CAT_BATTERY,Batteries (Lead-Acid & Li-Ion),Maharashtra (Mumbai/Pune/Nashik),86.82,121.95,kg,field,Aggregated field market reading
2026-02-25,CAT_BATTERY,Batteries (Lead-Acid & Li-Ion),Maharashtra (Mumbai/Pune/Nashik),91.82,127.95,kg,recycler,Aggregated recycler market reading
